over,runs,wickets
1,13,0
2,13,0
3,13,0
4,2,0
5,14,0
6,6,0
7,10,0
8,11,0
9,4,0
10,8,0
11,5,0
12,14,0
13,9,0
14,4,0
15,9,0
16,13,0
17,8,0
18,5,0
19,11,0
20,6,0
