Stat,Test,ODI,T20,IPL
Matches,1,65,53,51
Innings,2,30,17,11
Runs,1,122,38,72
Balls,9,235,47,47
Highest,1,19,14,24
Average,0,7.18,4.22,24
SR,11.12,51.92,80.86,153.20
Not Out,2,13,8,8
Fours,0,6,0,7
Sixes,0,3,2,2
Ducks,0,4,4,1
