Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,1-41,SRH,T20,Hyderabad,06 May 26,10.2,4,0
INDIAN PREMIER LEAGUE 2026,0-57,RR,T20,New Chandigarh,28 Apr 26,14.2,4,0
"SOUTH AFRICA TOUR OF NEW ZEALAND, 2026",1-9,RSA,T20I,Auckland,20 Mar 26,2.2,4,0
"SOUTH AFRICA TOUR OF NEW ZEALAND, 2026",3-16,RSA,T20I,Hamilton,17 Mar 26,4.8,3.3,1
ICC MEN'S T20 WORLD CUP 2026,0-48,IND,T20I,Ahmedabad,08 Mar 26,24,2,0
ICC MEN'S T20 WORLD CUP 2026,1-29,RSA,T20I,Kolkata,04 Mar 26,7.2,4,0
ICC MEN'S T20 WORLD CUP 2026,1-14,ENG,T20I,Colombo,27 Feb 26,7,2,0
ICC MEN'S T20 WORLD CUP 2026,0-2,SL,T20I,Colombo,25 Feb 26,2,1,0
ICC MEN'S T20 WORLD CUP 2026,1-33,RSA,T20I,Ahmedabad,14 Feb 26,10.6,3.1,0
ICC MEN'S T20 WORLD CUP 2026,1-35,UAE,T20I,Chennai,10 Feb 26,8.7,4,0
ICC MEN'S T20 WORLD CUP 2026,2-40,AFG,T20I,Chennai,08 Feb 26,10,4,0
"NEW ZEALAND TOUR OF INDIA, 2026",2-41,IND,T20I,Thiruvananthapuram,31 Jan 26,10.2,4,0
INDIAN PREMIER LEAGUE 2025,0-1,SRH,T20,Hyderabad,12 Apr 25,5,0.2,0
INDIAN PREMIER LEAGUE 2025,2-40,CSK,T20,New Chandigarh,08 Apr 25,10,4,0
INDIAN PREMIER LEAGUE 2025,2-37,RR,T20,New Chandigarh,05 Apr 25,9.2,4,0
INDIAN PREMIER LEAGUE 2025,1-26,LSG,T20,Lucknow,01 Apr 25,8.6,3,0
"NEW ZEALAND TOUR OF SRI LANKA, 2024",3-7,SL,T20I,Dambulla,10 Nov 24,3.5,2,0
ICC MENS T20 WORLD CUP 2024,3-0,PNG,T20I,"Tarouba, Trinidad",17 Jun 24,0,4,4
ICC MENS T20 WORLD CUP 2024,1-9,UGA,T20I,"Tarouba, Trinidad",14 Jun 24,2.2,4,0
ICC MENS T20 WORLD CUP 2024,2-27,WI,T20I,"Tarouba, Trinidad",12 Jun 24,6.7,4,0
ICC MENS T20 WORLD CUP 2024,1-28,AFG,T20I,Guyana,07 Jun 24,7,4,0
INDIAN PREMIER LEAGUE 2024,1-37,RR,T20,Ahmedabad,22 May 24,9.2,4,0
INDIAN PREMIER LEAGUE 2024,1-39,CSK,T20,Bengaluru,18 May 24,13,3,0
INDIAN PREMIER LEAGUE 2024,2-23,DC,T20,Bengaluru,12 May 24,5.7,4,0
INDIAN PREMIER LEAGUE 2024,2-29,PBKS,T20,Dharamsala,09 May 24,9.6,3,0
INDIAN PREMIER LEAGUE 2024,0-28,SRH,T20,Hyderabad,25 Apr 24,14,2,0
INDIAN PREMIER LEAGUE 2024,1-47,KKR,T20,Kolkata,21 Apr 24,11.7,4,0
INDIAN PREMIER LEAGUE 2024,2-52,SRH,T20,Bengaluru,15 Apr 24,13,4,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",4-12,AUS,T20I,Auckland,23 Feb 24,3.4,3.5,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",1-23,AUS,T20I,Wellington,21 Feb 24,5.7,4,0
"PAKISTAN TOUR OF NEW ZEALAND, 2024",2-24,PAK,T20I,Christchurch,21 Jan 24,6,4,0
"PAKISTAN TOUR OF NEW ZEALAND, 2024",2-27,PAK,T20I,Christchurch,19 Jan 24,6.7,4,0
"PAKISTAN TOUR OF NEW ZEALAND, 2024",1-27,PAK,T20I,Dunedin,17 Jan 24,6.7,4,0
ICC CRICKET WORLD CUP 2023,0-65,IND,ODI,Mumbai,15 Nov 23,8.1,8,0
ICC CRICKET WORLD CUP 2023,2-35,SL,ODI,Bengaluru,09 Nov 23,3.5,10,2
ICC CRICKET WORLD CUP 2023,0-38,AUS,ODI,Dharamsala,28 Oct 23,12.6,3,0
ICC CRICKET WORLD CUP 2023,2-63,IND,ODI,Dharamsala,22 Oct 23,7.8,8,0
ICC CRICKET WORLD CUP 2023,3-19,AFG,ODI,Chennai,18 Oct 23,2.7,7,1
ICC CRICKET WORLD CUP 2023,3-49,BAN,ODI,Chennai,13 Oct 23,4.9,10,0
ICC CRICKET WORLD CUP 2023,0-32,NED,ODI,Hyderabad,09 Oct 23,4,8,0
"NEW ZEALAND TOUR OF BANGLADESH, 2023",1-26,BAN,ODI,Dhaka,26 Sep 23,4.3,6,0
"NEW ZEALAND TOUR OF BANGLADESH, 2023",1-28,BAN,ODI,Dhaka,23 Sep 23,4.5,6.1,1
"NEW ZEALAND TOUR OF ENGLAND, 2023",1-80,ENG,ODI,London,13 Sep 23,8.8,9,0
"NEW ZEALAND TOUR OF ENGLAND, 2023",1-50,ENG,ODI,Cardiff,08 Sep 23,5.5,9,0
"NEW ZEALAND TOUR OF ENGLAND, 2023",0-43,ENG,T20I,Manchester,01 Sep 23,10.7,4,0
