Stat,Test,ODI,T20,IPL
Matches,1,65,53,51
Innings,1,64,53,51
Balls,66,3300,1109,1071
Runs,47,3124,1354,1628
Maidens,1,13,6,1
Wickets,0,99,76,52
Avg,0.0,31.56,17.82,31.31
Eco,4.27,5.68,7.33,9.12
SR,0.0,33.33,14.59,20.6
BBI,0/47,5/45,5/21,4/28
BBM,0/47,5/45,5/21,4/28
