batter,runs,balls,fours,sixes,strike_rate,dismissal
Manan Vohra,3,6,0,0,50.0,lbw b Nadeem
Hashim Amla,19,12,4,0,158.33,c Billings b Chris Morris
Wriddhiman Saha,7,5,1,0,140.0,c Zaheer b Nadeem
Eoin Morgan,22,20,3,0,110.0,c Nair b Pat Cummins
David Miller,24,28,1,0,85.71,lbw b CJ Anderson
Glenn Maxwell,0,2,0,0,0.0,c Billings b A Mishra
Axar Patel,44,29,1,3,151.72,b Chris Morris
Mohit Sharma,13,14,1,0,92.86,b Pat Cummins
KC Cariappa,1,2,0,0,50.0,b Chris Morris
Sandeep Sharma,2,2,0,0,100.0,not out
