Stat,Test,ODI,T20,IPL
Matches,0,0,0,19
Innings,0,0,0,10
Runs,0,0,0,157
Balls,0,0,0,89
Highest,0,0,0,39
Average,0,0,0,19.63
SR,0,0,0,176.41
Not Out,0,0,0,2
Fours,0,0,0,17
Sixes,0,0,0,8
Ducks,0,0,0,1
