batter,runs,balls,fours,sixes,strike_rate,dismissal
Sam Billings,4,4,1,0,100.0,c W Saha b Shami
Sunil Narine,5,5,1,0,100.0,c Lockie Ferguson b Shami
Shreyas Iyer,12,15,1,1,80.0,c W Saha b Yash Dayal
Nitish Rana,2,7,0,0,28.57,c W Saha b Lockie Ferguson
Rinku Singh,35,28,4,1,125.0,c W Saha b Yash Dayal
Venkatesh Iyer,17,17,2,0,100.0,c Abhinav Manohar b Rashid Khan
Andre Russell,48,25,1,6,192.0,c Lockie Ferguson b Alzarri Joseph
Shivam Mavi,2,4,0,0,50.0,b Rashid Khan
Umesh Yadav,15,15,1,1,100.0,not out
Tim Southee,1,1,0,0,100.0,not out
