bowler,overs,maidens,runs,wickets,economy
Dale Steyn,4.0,0,29,2,7.25
Bhuvneshwar Kumar,3.3,0,21,1,6.36
Ishant Sharma,4.0,0,29,1,7.25
Daren Sammy,2.0,0,19,0,9.5
Amit Mishra,4.0,0,26,2,6.5
Karn Sharma,2.0,0,8,0,4.0
