bowler,overs,maidens,runs,wickets,economy
Mohammed Shami,4,0,34,0,8.5
Mohsin Khan,4,1,23,5,5.8
Prince Yadav,4,0,24,0,6.0
Digvesh Singh Rathi,4,0,46,0,11.5
George Linde,2,0,18,1,9.0
Aiden Markram,2,0,9,0,4.5
