over,runs,wickets
1,4,0
2,5,0
3,7,0
4,19,0
5,6,0
6,8,0
7,8,0
8,15,0
9,9,0
10,25,0
11,7,0
12,7,0
13,6,0
14,16,0
15,6,0
16,6,0
17,14,0
18,10,0
19,4,0
20,1,0
