Stat,Test,ODI,T20,IPL
Matches,0,4,64,88
Innings,0,4,48,83
Runs,0,43,991,2009
Balls,0,48,643,1401
Highest,0,25,66,95
Average,0,10.75,30.97,30.44
SR,0,89.59,154.13,143.40
Not Out,0,0,16,17
Fours,0,3,64,122
Sixes,0,2,63,128
Ducks,0,1,2,3
