Stat,Test,ODI,T20,IPL
Matches,0,4,64,88
Innings,0,4,42,17
Balls,0,107,524,142
Runs,0,106,854,250
Maidens,0,0,0,0
Wickets,0,1,31,6
Avg,0.0,106.0,27.55,41.67
Eco,0,5.94,9.78,10.56
SR,0.0,107.0,16.9,23.67
BBI,-/-,1/19,3/4,2/15
BBM,-/-,1/19,3/4,2/15
