bowler,overs,maidens,runs,wickets,economy
Mohammed Shami,3.0,0,30,0,10.0
Prince Yadav,3.0,0,32,3,10.7
Digvesh Singh Rathi,4.0,0,51,0,12.8
Avesh Khan,4.0,0,23,2,5.8
George Linde,1.1,0,9,0,7.7
