over,runs,wickets
1,3,0
2,12,0
3,6,0
4,1,0
5,1,0
6,11,0
7,10,0
8,6,0
9,11,0
10,5,0
11,13,0
12,9,0
13,6,0
14,4,0
15,9,0
16,9,0
17,4,0
18,10,0
19,15,0
20,9,0
