batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,29,24,2,2,120.83,c Harshit Rana b Moeen
Samson,13,11,2,0,118.18,b Vaibhav Arora
Riyan Parag,25,15,0,3,166.67,c de Kock b Varun Chakaravarthy
Nitish Rana,8,9,0,0,88.89,b Moeen
W Hasaranga,4,4,0,0,100.0,c Ajinkya Rahane b Varun Chakaravarthy
Dhruv Jurel,33,28,5,0,117.86,b Harshit Rana
Shubham Dubey,9,12,1,0,75.0,c Russell b Vaibhav Arora
Hetmyer,7,8,1,0,87.5,c Angkrish Raghuvanshi b Harshit Rana
Jofra Archer,16,7,0,2,228.57,b Spencer Johnson
M Theekshana,1,1,0,0,100.0,not out
Tushar Deshpande,2,1,0,0,200.0,not out
