bowler,overs,maidens,runs,wickets,economy
Nabi,3,0,19,0,6.3
Gerald Coetzee,4,0,35,1,8.8
Bumrah,4,0,27,0,6.8
Akash Madhwal,3,0,37,0,12.3
Shreyas Gopal,1,0,9,1,9.0
Hardik Pandya,3,0,43,2,14.3
Romario Shepherd,2,0,33,0,16.5
