batter,runs,balls,fours,sixes,strike_rate,dismissal
Dwayne Bravo,30,21,0,2,142.86,c P Chawla b P Kumar
MS Dhoni,1,4,0,0,25.0,run out (N Saini)
Suresh Raina,15,17,1,0,88.24,st N Saini b P Chawla
Albie Morkel,8,9,0,0,88.89,c S Marsh b A Mahmood
Nuwan Kulasekara,5,3,1,0,166.67,not out
S Badrinath,25,18,4,0,138.89,c (sub)P Dogra b A Mahmood
Ravindra Jadeja,17,11,1,1,154.55,c D Hussey b P Chawla
Wriddhiman Saha,6,14,0,0,42.86,b D Hussey
Ravichandran Ashwin,7,3,1,0,233.33,not out
Faf du Plessis,29,20,3,2,145.0,c & b A Mahmood
