batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,26,25,4,0,104.0,c I Sharma b Karan Sharma
Azhar Mahmood,4,4,1,0,100.0,c Ashish Reddy b A Mishra
Piyush Chawla,23,15,1,2,153.33,run out (Akshath Reddy/T Perera)
David Hussey,22,24,1,1,91.67,c Akshath Reddy b I Sharma
Praveen Kumar,3,6,0,0,50.0,not out
Dimitri Mascarenhas,5,5,0,0,100.0,not out
Paul Valthaty,6,17,0,0,35.29,c T Perera b Karan Sharma
Mandeep Singh,10,11,1,0,90.91,c Quinton de Kock b I Sharma
Gurkeerat Singh Mann,17,12,1,1,141.67,b D Steyn
Manan Vohra,0,1,0,0,0.0,c I Sharma b A Mishra
