batter,runs,balls,fours,sixes,strike_rate,dismissal
Abhishek Sharma,31,13,3,2,238.46,c Karthik b Yash Dayal
Travis Head,1,3,0,0,33.33,c Karn Sharma b Will Jacks
Aiden Markram,7,8,1,0,87.5,lbw b Swapnil Singh
Nitish Reddy,13,13,0,1,100.0,b Karn Sharma
Heinrich Klaasen,7,3,0,1,233.33,c Green b Swapnil Singh
Shahbaz Ahmed,40,37,1,1,108.11,not out
Abdul Samad,10,6,0,1,166.67,c and b Karn Sharma
Pat Cummins,31,15,1,3,206.67,c Siraj b Green
Bhuvneshwar Kumar,13,13,3,0,100.0,c Siraj b Green
Jaydev Unadkat,8,10,1,0,80.0,not out
