batter,runs,balls,fours,sixes,strike_rate,dismissal
Mohammad Kaif,15,11,3,0,136.36,st A Gilchrist b P Chawla
Charl Langeveldt,8,8,0,1,100.0,b S Srivastava
Chris Gayle,0,7,0,0,0.0,c A Gilchrist b R Harris
AB de Villiers,34,27,3,1,125.93,c A Gilchrist b P Chawla
Johan van der Wath,4,5,0,0,80.0,lbw b P Chawla
Virat Kohli,11,11,2,0,100.0,c D Karthik b R Harris
Saurabh Tiwary,6,11,1,0,54.55,c D Hussey b S Srivastava
Arun Karthik,6,6,1,0,100.0,b P Chawla
Abhimanyu Mithun,10,7,0,1,142.86,c D Hussey b R Harris
Sreenath Aravind,11,5,2,0,220.0,not out
Asad Pathan,7,4,0,1,175.0,c D Hussey b P Valthaty
