over,runs,wickets
1,3,0
2,2,0
3,10,0
4,13,0
5,9,0
6,12,0
7,2,0
8,4,0
9,2,0
10,4,0
11,0,0
12,4,0
13,8,0
14,10,0
15,16,0
16,6,0
17,9,0
18,9,0
19,7,0
20,3,0
