batter,runs,balls,fours,sixes,strike_rate,dismissal
Jacob Oram,3,7,0,0,42.86,c de Villiers b Nannes
Lakshmipathy Balaji,2,3,0,0,66.67,c de Villiers b Nehra
Muthiah Muralidaran,3,4,0,0,75.0,run out (de Villiers/Karthik)
Matthew Hayden,30,19,4,1,157.89,c de Villiers b Sangwan
MS Dhoni,6,7,0,0,85.71,c Gambhir b Nannes
Suresh Raina,32,21,2,2,152.38,c Dilshan b Bhatia
Albie Morkel,6,4,1,0,150.0,c &amp; b Nehra
S Badrinath,45,34,4,2,132.35,b Bhatia
Murali Vijay,14,13,2,0,107.69,c Bhatia b Nehra
Shadab Jakati,13,8,2,0,162.5,c Gambhir b Nannes
