batter,runs,balls,fours,sixes,strike_rate,dismissal
Harbhajan Singh,16,15,2,0,106.67,lbw b A Dinda
Lasith Malinga,5,3,1,0,166.67,c R Uthappa b W Parnell
Dinesh Karthik,32,32,4,1,100.0,st R Uthappa b M Kartik
James Franklin,32,42,1,1,76.19,c C Ferguson b A Dinda
Munaf Patel,1,2,0,0,50.0,not out
Rohit Sharma,1,6,0,0,16.67,c R Uthappa b A Dinda
Kieron Pollard,8,11,0,0,72.73,b R Sharma
Pragyan Ojha,0,1,0,0,0.0,not out
Richard Levi,0,2,0,0,0.0,st R Uthappa b M Kartik
Ambati Rayudu,1,2,0,0,50.0,c M Kartik b A Dinda
Suryakumar Yadav,0,4,0,0,0.0,b Marlon Samuels
