batter,runs,balls,fours,sixes,strike_rate,dismissal
Shubman Gill,7,11,1,0,63.64,c Pollard b Boult
Sunil Narine,9,10,0,1,90.0,c de Kock b James Pattinson
Dinesh Karthik,30,23,5,0,130.43,lbw b Rahul Chahar
Nitish Rana,24,18,2,1,133.33,c Hardik Pandya b Pollard
Eoin Morgan,16,20,1,1,80.0,c de Kock b Bumrah
Andre Russell,11,11,2,0,100.0,b Bumrah
Nikhil Naik,1,3,0,0,33.33,c Hardik Pandya b Boult
Pat Cummins,33,12,1,4,275.0,c Hardik Pandya b James Pattinson
Shivam Mavi,9,10,1,0,90.0,st de Kock b Rahul Chahar
Kuldeep Yadav,1,2,0,0,50.0,not out
