batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,2,3,0,0,66.67,c Shakib b Umesh
Mitchell Johnson,10,11,0,1,90.91,not out
George Bailey,26,17,1,2,152.94,c M Pandey b Umesh
Wriddhiman Saha,35,31,2,2,112.9,c Umesh b M Morkel
David Miller,8,12,0,0,66.67,b Chawla
Glenn Maxwell,6,9,1,0,66.67,lbw b Umesh
Manan Vohra,26,19,0,3,136.84,c Umesh b M Morkel
Rishi Dhawan,14,15,0,1,93.33,st Uthappa b Shakib
Axar Patel,2,2,0,0,100.0,run out (Chawla/Uthappa)
Karanveer Singh,1,1,0,0,100.0,not out
