over,runs,wickets
1,4,0
2,3,0
3,17,0
4,8,0
5,8,0
6,15,0
7,4,0
8,11,0
9,12,0
10,9,0
11,15,0
12,11,0
13,5,0
14,5,0
15,10,0
16,9,0
17,15,0
18,1,0
19,4,0
