Stat,Test,ODI,T20,IPL
Matches,1,14,5,8
Innings,2,14,5,8
Balls,218,547,96,173
Runs,161,386,96,286
Maidens,3,6,1,0
Wickets,4,23,2,12
Avg,40.25,16.78,48.0,23.83
Eco,4.43,4.23,6,9.92
SR,54.5,23.78,48.0,14.42
BBI,3/127,6/26,1/9,2/17
BBM,4/161,6/26,1/9,2/17
