over,runs,wickets
1,1,0
2,10,0
3,3,0
4,6,0
5,7,0
6,15,0
7,8,0
8,12,0
9,11,0
10,13,0
11,14,0
12,10,0
13,6,0
14,15,0
15,9,0
16,6,0
17,23,0
18,5,0
19,7,0
20,12,0
