batter,runs,balls,fours,sixes,strike_rate,dismissal
Faf du Plessis,8,9,0,0,88.89,c Chris Jordan b M Theekshana
Anuj Rawat,12,16,1,0,75.0,lbw b M Theekshana
Virat Kohli,1,3,0,0,33.33,c Shivam Dube b Mukesh Choudhary
Glenn Maxwell,26,11,2,2,236.36,b Ravindra Jadeja
Shahbaz Ahmed,41,27,4,0,151.85,b M Theekshana
Suyash Prabhudessai,34,18,5,1,188.89,b M Theekshana
Dinesh Karthik,34,14,2,3,242.86,c Ravindra Jadeja b DJ Bravo
Wanindu Hasaranga,7,3,0,1,233.33,c Chris Jordan b Ravindra Jadeja
Akash Deep,0,2,0,0,0.0,c Rayudu b Ravindra Jadeja
Mohammed Siraj,14,11,3,0,127.27,not out
Josh Hazlewood,7,7,0,0,100.0,not out
