over,runs,wickets
1,3,0
2,8,0
3,21,0
4,8,0
5,8,0
6,11,0
7,8,0
8,5,0
9,4,0
10,13,0
11,12,0
12,8,0
13,11,0
14,6,0
15,5,0
16,9,0
