batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,2,5,0,0,40.0,c Fleming b Amarnath
Irfan Pathan,40,18,3,3,222.22,c Raina b Balaji
Mahela Jayawardene,8,6,0,1,133.33,c Vidyut b Muralitharan
Ramnaresh Sarwan,20,22,0,0,90.91,b Balaji
James Hopes,14,7,1,1,200.0,c Dhoni b Morkel
Vikram Singh,0,1,0,0,0.0,c Dhoni b Balaji
Piyush Chawla,17,15,1,1,113.33,c Kapugedera b Balaji
Shaun Marsh,58,38,3,4,152.63,c Amarnath b Balaji
Karan Goel,1,7,0,0,14.29,c Morkel b Gony
Uday Kaul,0,1,0,0,0.0,not out
