batter,runs,balls,fours,sixes,strike_rate,dismissal
Eoin Morgan,17,7,1,2,242.86,c Vohra b B Hendricks
Moises Henriques,28,24,4,0,116.67,c Anureet Singh b Gurkeerat Singh
Shikhar Dhawan,24,18,4,0,133.33,st W Saha b Maxwell
Naman Ojha,2,3,0,0,66.67,run out (Bailey)
David Warner,81,52,6,5,155.77,c Gurkeerat Singh b B Hendricks
Karn Sharma,11,7,0,1,157.14,not out
KL Rahul,17,10,1,1,170.0,not out
