Stat,Test,ODI,T20,IPL
Matches,0,0,18,0
Innings,0,0,11,0
Balls,0,0,163,0
Runs,0,0,191,0
Maidens,0,0,0,0
Wickets,0,0,10,0
Avg,0.0,0.0,19.1,0.0
Eco,0,0,7.03,0
SR,0.0,0.0,16.3,0.0
BBI,-/-,-/-,2/4,-/-
BBM,-/-,-/-,2/4,-/-
