Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC MEN'S T20 WORLD CUP 2026,1-11,PAK,T20I,Colombo,15 Feb 26,5.5,2,0
"SOUTH AFRICA TOUR OF INDIA, 2025",0-29,RSA,ODI,Visakhapatnam,06 Dec 25,9.6,3,0
ASIA CUP 2025,0-9,PAK,T20I,Dubai,28 Sep 25,9,1,0
ASIA CUP 2025,1-1,BAN,T20I,Dubai,24 Sep 25,3.3,0.3,0
ASIA CUP 2025,0-8,OMAN,T20I,Abu Dhabi,19 Sep 25,8,1,0
INDIAN PREMIER LEAGUE 2024,0-8,RR,T20,Jaipur,22 Apr 24,20,0.4,0
"INDIA TOUR OF SOUTH AFRICA, 2023-24",0-18,RSA,ODI,Gqeberha,19 Dec 23,6,3,0
"INDIA TOUR OF SOUTH AFRICA, 2023-24",0-4,RSA,T20I,Johannesburg,14 Dec 23,4,1,0
ASIAN GAMES MENS T20I 2023,1-5,BAN,T20I,Hangzhou,06 Oct 23,2.5,2,0
"ASIA CUP, 2023",0-21,BAN,ODI,Colombo,15 Sep 23,5.2,4,0
"INDIA TOUR OF WEST INDIES, 2023",1-17,WI,T20I,"Lauderhill, Florida",13 Aug 23,8.5,2,0
INDIAN PREMIER LEAGUE 2023,0-7,DC,T20,Delhi,11 Apr 23,7,1,0
INDIAN PREMIER LEAGUE 2022,0-7,LSG,T20,Mumbai,16 Apr 22,7,1,0
INDIAN PREMIER LEAGUE 2022,0-6,KKR,T20,Pune,06 Apr 22,6,1,0
