over,runs,wickets
1,7,0
2,2,0
3,12,0
4,3,0
5,10,0
6,6,0
7,10,0
8,11,0
9,11,0
10,6,0
11,14,0
12,6,0
13,4,0
14,9,0
15,17,0
16,4,0
17,7,0
18,13,0
19,4,0
20,20,0
