batter,runs,balls,fours,sixes,strike_rate,dismissal
Priyam Garg,17,12,0,2,141.67,b Stoinis
David Warner,2,3,0,0,66.67,b Rabada
Manish Pandey,21,14,3,0,150.0,c Nortje b Stoinis
Kane Williamson,67,45,5,4,148.89,c Rabada b Stoinis
Jason Holder,11,15,1,0,73.33,c Praveen Dubey b Axar
Abdul Samad,33,16,2,2,206.25,c (sub)Keemo Paul b Rabada
Rashid Khan,11,7,1,1,157.14,c Axar b Rabada
Shreevats Goswami,0,1,0,0,0.0,c Stoinis b Rabada
Shahbaz Nadeem,2,3,0,0,66.67,not out
Sandeep Sharma,2,4,0,0,50.0,not out
