batter,runs,balls,fours,sixes,strike_rate,dismissal
Abhishek Sharma,43,28,4,2,153.57,c Billings b Chakaravarthy
Kane Williamson,9,17,1,0,52.94,b Russell
Rahul Tripathi,9,12,1,0,75.0,c and b Southee
Aiden Markram,32,25,0,3,128.0,b Umesh
Nicholas Pooran,2,3,0,0,66.67,c and b Narine
Washington Sundar,4,9,0,0,44.44,c Venkatesh Iyer b Russell
Shashank Singh,11,12,1,0,91.67,c Shreyas Iyer b Southee
Marco Jansen,1,2,0,0,50.0,c Billings b Russell
Bhuvneshwar Kumar,6,7,1,0,85.71,not out
Umran Malik,3,5,0,0,60.0,not out
