Stat,Test,ODI,T20,IPL
Matches,1,39,60,51
Innings,0,31,41,27
Balls,0,968,576,312
Runs,0,982,838,469
Maidens,0,2,1,0
Wickets,0,25,33,13
Avg,0.0,39.28,25.39,36.08
Eco,0,6.09,8.73,9.02
SR,0.0,38.72,17.45,24.0
BBI,-/-,3/16,3/17,3/27
BBM,-/-,3/16,3/17,3/27
