Stat,Test,ODI,T20,IPL
Matches,1,39,60,51
Innings,2,36,47,49
Runs,16,932,955,1066
Balls,18,862,641,687
Highest,9,124,103,94
Average,16,31.07,25.13,25.38
SR,88.89,108.13,148.99,155.17
Not Out,1,6,9,7
Fours,0,58,54,70
Sixes,1,50,59,76
Ducks,0,4,3,3
