Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,1(5),CSK,T20,Hyderabad,18 Apr 26,20,0,0
INDIAN PREMIER LEAGUE 2026,14(20),LSG,T20,Hyderabad,05 Apr 26,70,0,1
INDIAN PREMIER LEAGUE 2025,25(15),PBKS,T20,Ahmedabad,03 Jun 25,166.6,0,2
INDIAN PREMIER LEAGUE 2025,DNB,PBKS,T20,New Chandigarh,29 May 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,0(1),LSG,T20,Lucknow,27 May 25,0,0,0
INDIAN PREMIER LEAGUE 2025,4(6),PBKS,T20,Bengaluru,18 Apr 25,66.6,1,0
INDIAN PREMIER LEAGUE 2025,DNB,RR,T20,Jaipur,13 Apr 25,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2025,4(6),DC,T20,Bengaluru,10 Apr 25,66.6,0,0
INDIAN PREMIER LEAGUE 2025,0(2),MI,T20,Mumbai,07 Apr 25,0,0,0
INDIAN PREMIER LEAGUE 2025,54(40),GT,T20,Bengaluru,02 Apr 25,135,1,5
INDIAN PREMIER LEAGUE 2025,10(9),CSK,T20,Chennai,28 Mar 25,111.1,0,1
INDIAN PREMIER LEAGUE 2025,15*(5),KKR,T20,Kolkata,22 Mar 25,300,2,1
"ICC CHAMPIONS TROPHY, 2025",9(15),RSA,ODI,Karachi,01 Mar 25,60,1,0
"ICC CHAMPIONS TROPHY, 2025",10(8),AFG,ODI,Lahore,26 Feb 25,125,2,0
"ICC CHAMPIONS TROPHY, 2025",14(17),AUS,ODI,Lahore,22 Feb 25,82.3,0,1
"ENGLAND TOUR OF INDIA, 2025",9(23),IND,ODI,Ahmedabad,12 Feb 25,39.1,1,0
"ENGLAND TOUR OF INDIA, 2025",41(32),IND,ODI,Cuttack,09 Feb 25,128.1,2,2
"ENGLAND TOUR OF INDIA, 2025",5(10),IND,ODI,Nagpur,06 Feb 25,50,0,0
"ENGLAND TOUR OF INDIA, 2025",9(5),IND,T20I,Mumbai,02 Feb 25,180,2,0
"ENGLAND TOUR OF INDIA, 2025",9(13),IND,T20I,Pune,31 Jan 25,69.2,0,0
"ENGLAND TOUR OF INDIA, 2025",43(24),IND,T20I,Rajkot,28 Jan 25,179.1,1,5
"ENGLAND TOUR OF INDIA, 2025",13(14),IND,T20I,Chennai,25 Jan 25,92.8,1,0
"ENGLAND TOUR OF INDIA, 2025",0(2),IND,T20I,Kolkata,22 Jan 25,0,0,0
"ENGLAND TOUR OF WEST INDIES, 2024",4(6),WI,T20I,"Gros Islet, St Lucia",16 Nov 24,66.6,0,0
"ENGLAND TOUR OF WEST INDIES, 2024",39(28),WI,T20I,"Gros Islet, St Lucia",14 Nov 24,139.2,2,2
"ENGLAND TOUR OF WEST INDIES, 2024",23*(11),WI,T20I,"Bridgetown, Barbados",10 Nov 24,209,3,1
"ENGLAND TOUR OF WEST INDIES, 2024",DNB,WI,T20I,"Bridgetown, Barbados",09 Nov 24,DNB,DNB,DNB
"ENGLAND TOUR OF WEST INDIES, 2024",6(14),WI,ODI,"Bridgetown, Barbados",06 Nov 24,42.8,1,0
