over,runs,wickets
1,11,0
2,1,0
3,12,0
4,11,0
5,11,0
6,9,0
7,11,0
8,5,0
9,15,0
10,8,0
11,7,0
12,8,0
13,12,0
14,7,0
15,7,0
16,5,0
17,6,0
18,2,0
19,7,0
20,6,0
