Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"INDIA TOUR OF AUSTRALIA, 2024-25",0-28 & 0-2,IND,Test,Melbourne,26 Dec 24,4 & 0.6,7 & 3,1 & 2
"INDIA TOUR OF AUSTRALIA, 2024-25",0-6 & DNB,IND,Test,Brisbane,14 Dec 24,3 & DNB,2 & DNB,0 & DNB
"INDIA TOUR OF AUSTRALIA, 2024-25",0-26 & DNB,IND,Test,Adelaide,06 Dec 24,6.5 & DNB,4 & DNB,0 & DNB
"INDIA TOUR OF AUSTRALIA, 2024-25",2-12 & 1-65,IND,Test,Perth,22 Nov 24,2.4 & 5.4,5 & 12,1 & 0
"AUSTRALIA TOUR OF ENGLAND, 2024",1-27,ENG,ODI,London,27 Sep 24,6.7,4,0
INDIAN PREMIER LEAGUE 2024,1-37,KKR,T20,Visakhapatnam,03 Apr 24,12.3,3,0
INDIAN PREMIER LEAGUE 2024,0-14,CSK,T20,Visakhapatnam,31 Mar 24,14,1,0
INDIAN PREMIER LEAGUE 2024,0-52,PBKS,T20,New Chandigarh,23 Mar 24,13,4,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",0-10 & 0-19,NZ,Test,Christchurch,08 Mar 24,3.3 & 3.1,3 & 6,1 & 1
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",1-10 & DNB,NZ,Test,Wellington,29 Feb 24,2.5 & DNB,4 & DNB,0 & DNB
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",1-18,NZ,T20I,Auckland,23 Feb 24,6,3,0
"AUSTRALIA TOUR OF NEW ZEALAND, 2024",1-21,NZ,T20I,Wellington,21 Feb 24,7,3,0
"WEST INDIES TOUR OF AUSTRALIA, 2024",0-3 & DNB,WI,Test,Brisbane,25 Jan 24,1.5 & DNB,2 & DNB,0 & DNB
"WEST INDIES TOUR OF AUSTRALIA, 2024",0-5 & DNB,WI,Test,Adelaide,17 Jan 24,2.5 & DNB,2 & DNB,1 & DNB
"PAKISTAN TOUR OF AUSTRALIA, 2023-24",1-27 & DNB,PAK,Test,Sydney,03 Jan 24,3.8 & DNB,7 & DNB,1 & DNB
"PAKISTAN TOUR OF AUSTRALIA, 2023-24",0-16 & 0-8,PAK,Test,Melbourne,26 Dec 23,5.3 & 4,3 & 2,0 & 0
"PAKISTAN TOUR OF AUSTRALIA, 2023-24",1-34 & DNB,PAK,Test,Perth,14 Dec 23,3.7 & DNB,9 & DNB,0 & DNB
ICC CRICKET WORLD CUP 2023,0-5,IND,ODI,Ahmedabad,19 Nov 23,2.5,2,0
ICC CRICKET WORLD CUP 2023,0-48,BAN,ODI,Pune,11 Nov 23,12,4,0
ICC CRICKET WORLD CUP 2023,0-18,NZ,ODI,Dharamsala,28 Oct 23,9,2,0
ICC CRICKET WORLD CUP 2023,2-19,NED,ODI,Delhi,25 Oct 23,4.7,4,0
ICC CRICKET WORLD CUP 2023,0-6,RSA,ODI,Lucknow,12 Oct 23,6,1,0
"THE ASHES, 2023",1-43 & 0-35,ENG,Test,London,27 Jul 23,5.3 & 4.3,8 & 8,0 & 0
"THE ASHES, 2023",0-57 & DNB,ENG,Test,Manchester,19 Jul 23,6.3 & DNB,9 & DNB,0 & DNB
"THE ASHES, 2023",1-9 & 1-23,ENG,Test,Leeds,06 Jul 23,3 & 3.8,3 & 6,1 & 0
INDIAN PREMIER LEAGUE 2023,0-21,PBKS,T20,Delhi,13 May 23,21,1,0
INDIAN PREMIER LEAGUE 2023,3-18,CSK,T20,Chennai,10 May 23,6,3,0
INDIAN PREMIER LEAGUE 2023,2-21,RCB,T20,Delhi,06 May 23,7,3,0
INDIAN PREMIER LEAGUE 2023,4-27,SRH,T20,Delhi,29 Apr 23,6.7,4,1
INDIAN PREMIER LEAGUE 2023,0-16,SRH,T20,Hyderabad,24 Apr 23,8,2,0
INDIAN PREMIER LEAGUE 2023,0-25,KKR,T20,Delhi,20 Apr 23,12.5,2,0
