bowler,overs,maidens,runs,wickets,economy
Arshdeep Singh,2,0,20,0,10.0
Kyle Jamieson,3,1,27,1,9.0
Azmatullah Omarzai,1,0,10,0,10.0
Harpreet Brar,2,0,18,0,9.0
Musheer Khan,2,0,27,1,13.5
