batter,runs,balls,fours,sixes,strike_rate,dismissal
Dwayne Bravo,15,16,3,0,93.75,c M Johnson b R Dhawan
MS Dhoni,63,45,3,5,140.0,not out
Suresh Raina,0,1,0,0,0.0,c Dwayne Smith b L Malinga
Albie Morkel,10,10,0,1,100.0,b P Ojha
S Badrinath,0,3,0,0,0.0,c D Karthik b M Johnson
Ravindra Jadeja,0,2,0,0,0.0,c K Pollard b H Singh
Ravichandran Ashwin,9,18,0,0,50.0,c (sub)A Patel b K Pollard
Murali Vijay,18,20,2,0,90.0,c R Sharma b M Johnson
Michael Hussey,1,2,0,0,50.0,b L Malinga
Mohit Sharma,0,2,0,0,0.0,not out
Chris Morris,0,1,0,0,0.0,c D Karthik b H Singh
