over,runs,wickets
1,6,0
2,14,0
3,13,0
4,6,0
5,8,0
6,19,0
7,7,0
8,12,0
9,4,0
10,16,0
11,10,0
12,6,0
13,16,0
14,8,0
15,12,0
16,5,0
17,12,0
18,9,0
19,19,0
20,13,0
