bowler,overs,maidens,runs,wickets,economy
Chris Morris,4.0,0,36,1,9.0
Dale Steyn,4.0,0,43,0,10.8
Washington Sundar,4.0,0,20,0,5.0
Mohammed Siraj,3.1,0,28,2,8.8
Yuzvendra Chahal,4.0,0,37,2,9.2
