batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit Sharma,14,13,2,0,107.69,c Rahul Tewatia b Ishant
Quinton de Kock,27,16,4,1,168.75,c Boult b Ishant
Suryakumar Yadav,2,6,0,0,33.33,run out (Shreyas Iyer)
Yuvraj Singh,53,35,5,3,151.43,c Rahul Tewatia b Rabada
Kieron Pollard,21,13,2,1,161.54,c Rahul Tewatia b Keemo Paul
Hardik Pandya,0,2,0,0,0.0,c and b Axar
Krunal Pandya,32,15,5,1,213.33,c Rahul Tewatia b Boult
Ben Cutting,3,4,0,0,75.0,c Pant b Rabada
Mitchell McClenaghan,10,8,2,0,125.0,st Pant b Rahul Tewatia
Rasikh Salam,5,4,0,0,125.0,not out
