bowler,overs,maidens,runs,wickets,economy
Ryan Harris,4,0,37,2,9.25
Harmeet Singh Bansal,1,0,13,0,13.0
RP Singh,4,0,38,0,9.5
Mitchell Marsh,4,0,37,1,9.25
Pragyan Ojha,4,0,24,2,6.0
Andrew Symonds,3,0,34,1,11.33
