Stat,Test,ODI,T20,IPL
Matches,45,50,17,118
Innings,84,49,17,118
Balls,7007,2251,372,2522
Runs,4124,1926,481,3645
Maidens,206,34,2,4
Wickets,139,76,17,120
Avg,29.67,25.34,28.29,30.38
Eco,3.53,5.13,7.76,8.67
SR,50.41,29.62,21.88,21.02
BBI,6/15,6/21,4/17,4/17
BBM,9/190,6/21,4/17,4/17
