Stat,Test,ODI,T20,IPL
Matches,45,50,17,118
Innings,61,21,5,27
Runs,154,57,14,112
Balls,453,134,16,126
Highest,16,9,7,14
Average,4.4,7.13,7,10.18
SR,34.00,42.54,87.50,88.89
Not Out,26,13,3,16
Fours,16,3,1,10
Sixes,2,0,0,4
Ducks,16,2,1,3
