batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,11,10,2,0,110.0,c Chawla b A Russell
Mitchell Johnson,1,2,0,0,50.0,c Gambhir b M Morkel
George Bailey,60,45,5,2,133.33,run out (ten Doeschate/Uthappa)
Wriddhiman Saha,15,11,1,1,136.36,c Y Pathan b M Morkel
Murali Vijay,0,4,0,0,0.0,c A Russell b Umesh
Anureet Singh,0,1,0,0,0.0,not out
Thisara Perera,9,8,0,1,112.5,c M Pandey b A Russell
Glenn Maxwell,33,26,2,2,126.92,c A Russell b Umesh
Gurkeerat Singh Mann,11,10,0,1,110.0,c Suryakumar Yadav b Umesh
Axar Patel,2,3,0,0,66.67,c Suryakumar Yadav b Narine
