batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,3,4,0,0,75.0,c Sohail Tanvir b Watson
Glenn McGrath,4,3,1,0,133.33,not out
Tillakaratne Dilshan,33,22,5,1,150.0,c Sohail Tanvir b Warne
Farveez Maharoof,6,6,1,0,100.0,c Pathan b Warne
Dinesh Karthik,10,12,1,0,83.33,c Kaif b Trivedi
Gautam Gambhir,11,15,1,0,73.33,c sub (T Kohli) b Watson
Mohammad Asif,3,5,0,0,60.0,run out (Pathan/Rawat)
Manoj Tiwary,0,3,0,0,0.0,c Asnodkar b Patel
Shikhar Dhawan,5,12,0,0,41.67,c Jadeja b Watson
Amit Mishra,2,5,0,0,40.0,b Patel
Yo Mahesh,3,10,0,0,30.0,c Rawat b Patel
