batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,15,20,2,0,75.0,c Takawale b Thornely
Shoaib Akhtar,2,7,0,0,28.57,c Tendulkar b Raje
Salman Butt,13,13,1,1,100.0,c Tendulkar b Pollock
Ajit Agarkar,15,14,2,0,107.14,c Tendulkar b Bravo
Aakash Chopra,1,4,0,0,25.0,run out (Uthappa/Pollock)
Mohammad Hafeez,5,11,1,0,45.45,c Uthappa b Pollock
David Hussey,2,7,0,0,28.57,c Takawale b Pollock
Ishant Sharma,4,5,1,0,80.0,c &amp; b Thornely
Wriddhiman Saha,1,6,0,0,16.67,c Tendulkar b Bravo
Ashok Dinda,1,1,0,0,100.0,not out
Laxmi Shukla,0,4,0,0,0.0,b Raje
