bowler,overs,maidens,runs,wickets,economy
Pat Cummins,3.0,0,18,0,6.0
Prasidh Krishna,2.3,0,20,0,8.0
Varun Chakravarthy,4.0,0,28,0,7.0
Lockie Ferguson,4.0,0,17,1,4.2
