batter,runs,balls,fours,sixes,strike_rate,dismissal
Philip Salt,0,1,0,0,0.0,c Dhruv Jurel b Jofra Archer
Virat Kohli,32,16,7,0,200.0,b Ravi Bishnoi
Devdutt Padikkal,14,7,3,0,200.0,c Shimron Hetmyer b Jofra Archer
Rajat Patidar,63,40,4,4,157.5,c Donovan Ferreira b Sandeep Sharma
Krunal Pandya,1,6,0,0,16.67,c Shimron Hetmyer b Ravi Bishnoi
Jitesh Sharma,5,8,0,0,62.5,lbw b Brijesh Sharma
Tim David,13,9,2,0,144.44,c Shimron Hetmyer b Brijesh Sharma
Romario Shepherd,22,11,2,1,200.0,c Brijesh Sharma b Ravindra Jadeja
Venkatesh Iyer,29,15,1,2,193.33,not out
Bhuvneshwar Kumar,9,7,1,0,128.57,not out
