batter,runs,balls,fours,sixes,strike_rate,dismissal
Brendon McCullum,32,12,3,3,266.67,lbw b B Hogg
Dwayne Bravo,30,32,4,0,93.75,b A Russell
Dwayne Smith,0,1,0,0,0.0,c ten Doeschate b Pat Cummins
MS Dhoni,1,4,0,0,25.0,b Chawla
Ashish Nehra,1,4,0,0,25.0,not out
Suresh Raina,8,10,2,0,80.0,c Chawla b Umesh
Ravindra Jadeja,24,30,1,1,80.0,c Pat Cummins b B Hogg
Faf du Plessis,20,11,5,0,181.82,st Uthappa b B Hogg
Mohit Sharma,0,1,0,0,0.0,c Uthappa b A Russell
Pawan Negi,27,13,4,1,207.69,b B Hogg
Ronit More,2,2,0,0,100.0,not out
