Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"AUSTRALIA TEST TOUR OF INDIA, 2017",0-7 & DNB,AUS,Test,Bengaluru,04 Mar 17,7 & DNB,1 & DNB,0 & DNB
"ENGLAND TOUR OF INDIA, 2016-17",0-4 & DNB,ENG,Test,Chennai,16 Dec 16,4 & DNB,1 & DNB,0 & DNB
