batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,0,2,0,0,0.0,c Tendulkar b Harbhajan Singh
Andrew Symonds,1,6,0,0,16.67,c Bravo b Malinga
Herschelle Gibbs,27,16,3,2,168.75,c Pollard b Khan
Venugopal Rao,7,9,1,0,77.78,c McLaren b Pollard
RP Singh,1,5,0,0,20.0,b Malinga
Rohit Sharma,45,28,3,2,160.71,b Khan
Kemar Roach,10,9,1,0,111.11,b Khan
Jaskaran Singh,1,2,0,0,50.0,c sub (JP Duminy) b Harbhajan Singh
Tirumalsetti Suman,15,17,0,1,88.24,c &amp; b Harbhajan Singh
Mohnish Mishra,13,12,1,1,108.33,c McLaren b Malinga
