batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Warne,0,1,0,0,0.0,run out (Warner)
Shaun Tait,11,12,0,1,91.67,st Karthik b Sehwag
Adam Voges,15,17,1,0,88.24,c Warner b Mishra
Yusuf Pathan,24,14,2,2,171.43,c Warner b Mishra
Siddharth Trivedi,7,5,0,1,140.0,not out
Faiz Fazal,0,2,0,0,0.0,lbw b Maharoof
Naman Ojha,27,14,4,1,192.86,c Karthik b Mishra
Paras Dogra,20,25,0,1,80.0,st Karthik b Ladda
Sumit Narwal,12,9,2,0,133.33,c Warner b Collingwood
Michael Lumb,0,2,0,0,0.0,c Warner b Maharoof
Abhishek Jhunjhunwala,2,5,0,0,40.0,run out (Ladda/Karthik)
