batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,0,2,0,0,0.0,c de Kock b Boult
Jos Buttler,70,44,4,5,159.09,c Pollard b James Pattinson
Steven Smith,6,7,1,0,85.71,c de Kock b Bumrah
Sanju Samson,0,3,0,0,0.0,c Rohit b Boult
Mahipal Lomror,11,13,1,0,84.62,c (sub)Anukul Roy b Rahul Chahar
Tom Curran,15,16,1,0,93.75,c Hardik Pandya b Pollard
Rahul Tewatia,5,6,1,0,83.33,b Bumrah
Jofra Archer,24,11,3,1,218.18,c Pollard b Bumrah
Shreyas Gopal,1,2,0,0,50.0,c de Kock b Bumrah
Ankit Rajpoot,2,5,0,0,40.0,c Rohit b James Pattinson
