over,runs,wickets
1,3,0
2,8,0
3,17,0
4,13,0
5,9,0
6,5,0
7,6,0
8,7,0
9,1,0
10,10,0
11,6,0
12,7,0
13,6,0
14,11,0
15,8,0
16,10,0
17,3,0
18,2,0
19,19,0
20,10,0
