Stat,Test,ODI,T20,IPL
Matches,6,23,5,73
Innings,11,23,5,73
Balls,960,1097,120,1655
Runs,756,1102,220,2460
Maidens,14,8,0,3
Wickets,22,40,8,86
Avg,34.36,27.55,27.5,28.6
Eco,4.72,6.03,11,8.92
SR,43.64,27.43,15.0,19.24
BBI,4/62,4/12,3/41,4/28
BBM,8/188,4/12,3/41,4/28
