Stat,Test,ODI,T20,IPL
Matches,6,23,5,73
Innings,10,7,0,10
Runs,10,2,0,9
Balls,65,17,0,24
Highest,5,2,0,4
Average,2,1,0,3
SR,15.39,11.77,0,37.50
Not Out,5,5,0,7
Fours,0,0,0,0
Sixes,0,0,0,0
Ducks,3,2,0,2
