Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,0-31,RCB,T20,Bengaluru,24 Apr 26,15.5,2,0
INDIAN PREMIER LEAGUE 2026,1-54,MI,T20,Ahmedabad,20 Apr 26,13.5,4,0
INDIAN PREMIER LEAGUE 2026,1-32,KKR,T20,Ahmedabad,17 Apr 26,8,4,0
INDIAN PREMIER LEAGUE 2026,4-28,LSG,T20,Lucknow,12 Apr 26,7,4,0
INDIAN PREMIER LEAGUE 2026,2-52,DC,T20,Delhi,08 Apr 26,13,4,0
INDIAN PREMIER LEAGUE 2026,1-43,RR,T20,Ahmedabad,04 Apr 26,10.7,4,0
INDIAN PREMIER LEAGUE 2026,3-29,PBKS,T20,New Chandigarh,31 Mar 26,7.2,4,0
"NEW ZEALAND TOUR OF INDIA, 2026",1-49,NZ,ODI,Rajkot,14 Jan 26,5.4,9,0
"NEW ZEALAND TOUR OF INDIA, 2026",2-60,NZ,ODI,Vadodara,11 Jan 26,6.6,9,0
"SOUTH AFRICA TOUR OF INDIA, 2025",4-66,RSA,ODI,Visakhapatnam,06 Dec 25,6.9,9.5,0
"SOUTH AFRICA TOUR OF INDIA, 2025",2-85,RSA,ODI,Raipur,03 Dec 25,10.3,8.2,0
"SOUTH AFRICA TOUR OF INDIA, 2025",1-48,RSA,ODI,Ranchi,30 Nov 25,6.6,7.2,1
"INDIA TOUR OF AUSTRALIA, 2025",1-52,AUS,ODI,Sydney,25 Oct 25,7.4,7,0
"INDIA TOUR OF ENGLAND, 2025",4-62 & 4-126,ENG,Test,London,31 Jul 25,3.8 & 4.6,16 & 27,1 & 3
"INDIA TOUR OF ENGLAND, 2025",0-72 & 1-39,ENG,Test,Birmingham,02 Jul 25,5.5 & 2.7,13 & 14,1 & 2
"INDIA TOUR OF ENGLAND, 2025",3-128 & 2-92,ENG,Test,Leeds,20 Jun 25,6.4 & 6.1,20 & 15,0 & 0
INDIAN PREMIER LEAGUE 2025,2-53,MI,T20,New Chandigarh,30 May 25,13.2,4,0
INDIAN PREMIER LEAGUE 2025,2-22,CSK,T20,Ahmedabad,25 May 25,5.5,4,0
INDIAN PREMIER LEAGUE 2025,0-44,LSG,T20,Ahmedabad,22 May 25,11,4,0
INDIAN PREMIER LEAGUE 2025,1-40,DC,T20,Delhi,18 May 25,10,4,0
INDIAN PREMIER LEAGUE 2025,1-37,MI,T20,Mumbai,06 May 25,9.2,4,0
INDIAN PREMIER LEAGUE 2025,2-19,SRH,T20,Ahmedabad,02 May 25,4.7,4,0
INDIAN PREMIER LEAGUE 2025,1-47,RR,T20,Jaipur,28 Apr 25,11.7,4,0
INDIAN PREMIER LEAGUE 2025,2-25,KKR,T20,Kolkata,21 Apr 25,6.2,4,0
INDIAN PREMIER LEAGUE 2025,4-41,DC,T20,Ahmedabad,19 Apr 25,10.2,4,0
INDIAN PREMIER LEAGUE 2025,2-26,LSG,T20,Lucknow,12 Apr 25,6.5,4,0
INDIAN PREMIER LEAGUE 2025,3-24,RR,T20,Ahmedabad,09 Apr 25,6,4,0
INDIAN PREMIER LEAGUE 2025,2-25,SRH,T20,Hyderabad,06 Apr 25,6.2,4,0
INDIAN PREMIER LEAGUE 2025,1-26,RCB,T20,Bengaluru,02 Apr 25,6.5,4,0
INDIAN PREMIER LEAGUE 2025,2-18,MI,T20,Ahmedabad,29 Mar 25,4.5,4,0
INDIAN PREMIER LEAGUE 2025,0-41,PBKS,T20,Ahmedabad,25 Mar 25,13.6,3,0
"INDIA TOUR OF AUSTRALIA, 2024-25",3-42 & 3-65,AUS,Test,Sydney,03 Jan 25,2.8 & 5.4,15 & 12,3 & 0
"INDIA TOUR OF SOUTH AFRICA, 2023-24",0-10 & 1-27,RSA,Test,Cape Town,03 Jan 24,2.5 & 6.7,4 & 4,1 & 1
"INDIA TOUR OF SOUTH AFRICA, 2023-24",1-93 & DNB,RSA,Test,Centurion,26 Dec 23,4.6 & DNB,20 & DNB,2 & DNB
"AUSTRALIA TOUR OF INDIA, 2023",0-68,AUS,T20I,Guwahati,28 Nov 23,17,4,0
"AUSTRALIA TOUR OF INDIA, 2023",3-41,AUS,T20I,Thiruvananthapuram,26 Nov 23,10.2,4,0
"AUSTRALIA TOUR OF INDIA, 2023",1-50,AUS,T20I,Visakhapatnam,23 Nov 23,12.5,4,0
"AUSTRALIA TOUR OF INDIA, 2023",1-45,AUS,ODI,Rajkot,27 Sep 23,9,5,0
"AUSTRALIA TOUR OF INDIA, 2023",2-56,AUS,ODI,Indore,24 Sep 23,9.3,6,0
"ASIA CUP, 2023",1-43,BAN,ODI,Colombo,15 Sep 23,4.7,9,0
"INDIA TOUR OF IRELAND, 2023",2-29,IRE,T20I,Dublin,20 Aug 23,7.2,4,0
"INDIA TOUR OF IRELAND, 2023",2-32,IRE,T20I,Dublin,18 Aug 23,8,4,0
"INDIA TOUR OF ZIMBABWE, 2022",1-28,ZIM,ODI,Harare,20 Aug 22,4.5,6.1,1
"INDIA TOUR OF ZIMBABWE, 2022",3-50,ZIM,ODI,Harare,18 Aug 22,6.2,8,0
"INDIA TOUR OF WEST INDIES, 2022",1-30,WI,ODI,"Port of Spain, Trinidad",27 Jul 22,7.5,4,0
"INDIA TOUR OF WEST INDIES, 2022",0-62,WI,ODI,"Port of Spain, Trinidad",22 Jul 22,6.2,10,1
"INDIA TOUR OF ENGLAND, 2022",0-48,ENG,ODI,Manchester,17 Jul 22,5.3,9,0
"INDIA TOUR OF ENGLAND, 2022",1-53,ENG,ODI,London,14 Jul 22,6.6,8,0
"INDIA TOUR OF ENGLAND, 2022",1-26,ENG,ODI,London,12 Jul 22,5.2,5,0
INDIAN PREMIER LEAGUE 2022,1-40,GT,T20,Ahmedabad,29 May 22,10,4,0
INDIAN PREMIER LEAGUE 2022,3-22,RCB,T20,Ahmedabad,27 May 22,5.5,4,0
INDIAN PREMIER LEAGUE 2022,0-40,GT,T20,Kolkata,24 May 22,12.1,3.3,0
INDIAN PREMIER LEAGUE 2022,0-32,CSK,T20,Mumbai,20 May 22,8,4,0
INDIAN PREMIER LEAGUE 2022,2-32,LSG,T20,Mumbai,15 May 22,8,4,0
INDIAN PREMIER LEAGUE 2022,0-20,DC,T20,Navi Mumbai,11 May 22,6.6,3,1
